AGER_TYP;categorical;[-1,0]
ALTERSKATEGORIE_FEIN;ordinal;[-1,0.9]
ALTERSKATEGORIE_GROB;ordinal;[-1,0,9]
ALTER_HH;ordinal;[0]
ANREDE_KZ;categorical;[-1,0]
ANZ_HAUSHALTE_AKTIV;numeric;[]
ANZ_HH_TITEL;numeric;[]
ANZ_KINDER;numeric;[]
ANZ_PERSONEN;numeric;[]
ANZ_STATISTISCHE_HAUSHALTE;numeric;[]
ANZ_TITEL;numeric;[]
ARBEIT;ordinal;[9]
BALLRAUM;ordinal;[-1]
CAMEO_DEUG_2015;categorical;['-1','X']
CAMEO_DEU_2015;categorical;['XX']
CAMEO_INTL_2015;mixed;['-1','XX']
CJT_GESAMTTYP;categorical;[0]
D19_BANKEN_ANZ_12;ordinal;[0]
D19_BANKEN_ANZ_24;ordinal;[0]
D19_BANKEN_DATUM;ordinal;[10]
D19_BANKEN_DIREKT;ordinal;[0]
D19_BANKEN_GROSS;ordinal;[0]
D19_BANKEN_LOKAL;ordinal;[0]
D19_BANKEN_OFFLINE_DATUM;ordinal;[10]
D19_BANKEN_ONLINE_DATUM;ordinal;[10]
D19_BANKEN_ONLINE_QUOTE_12;ordinal;[0]
D19_BANKEN_REST;ordinal;[0]
D19_BEKLEIDUNG_GEH;ordinal;[0]
D19_BEKLEIDUNG_REST;ordinal;[0]
D19_BILDUNG;ordinal;[0]
D19_BIO_OEKO;ordinal;[0]
D19_BUCH_CD;ordinal;[0]
D19_DIGIT_SERV;ordinal;[0]
D19_DROGERIEARTIKEL;ordinal;[0]
D19_ENERGIE;ordinal;[0]
D19_FREIZEIT;ordinal;[0]
D19_GARTEN;ordinal;[0]
D19_GESAMT_ANZ_12;ordinal;[0]
D19_GESAMT_ANZ_24;ordinal;[0]
D19_GESAMT_DATUM;ordinal;[10]
D19_GESAMT_OFFLINE_DATUM;ordinal;[10]
D19_GESAMT_ONLINE_DATUM;ordinal;[10]
D19_GESAMT_ONLINE_QUOTE_12;ordinal;[0]
D19_HANDWERK;ordinal;[0]
D19_HAUS_DEKO;ordinal;[0]
D19_KINDERARTIKEL;ordinal;[0]
D19_KONSUMTYP;categorical;[]
D19_KOSMETIK;ordinal;[0]
D19_LEBENSMITTEL;ordinal;[0]
D19_LOTTO;ordinal;[0]
D19_NAHRUNGSERGAENZUNG;ordinal;[0]
D19_RATGEBER;ordinal;[0]
D19_REISEN;ordinal;[0]
D19_SAMMELARTIKEL;ordinal;[0]
D19_SCHUHE;ordinal;[0]
D19_SONSTIGE;ordinal;[0]
D19_SOZIALES;ordinal;[0]
D19_TECHNIK;ordinal;[0]
D19_TELKO_ANZ_12;ordinal;[0]
D19_TELKO_ANZ_24;ordinal;[0]
D19_TELKO_DATUM;ordinal;[10]
D19_TELKO_MOBILE;ordinal;[0]
D19_TELKO_OFFLINE_DATUM;ordinal;[10]
D19_TELKO_ONLINE_DATUM;ordinal;[10]
D19_TELKO_ONLINE_QUOTE_12;ordinal;[0]
D19_TELKO_REST;ordinal;[0]
D19_TIERARTIKEL;ordinal;[0]
D19_VERSAND_ANZ_12;ordinal;[0]
D19_VERSAND_ANZ_24;ordinal;[0]
D19_VERSAND_DATUM;ordinal;[10]
D19_VERSAND_OFFLINE_DATUM;ordinal;[10]
D19_VERSAND_ONLINE_DATUM;ordinal;[10]
D19_VERSAND_ONLINE_QUOTE_12;ordinal;[0]
D19_VERSICHERUNGEN;ordinal;[0]
D19_VERSAND_REST;ordinal;[0]
D19_VERSI_ANZ_12;ordinal;[0]
D19_VERSI_ANZ_24;ordinal;[0]
D19_VERSI_DATUM;ordinal;[10]
D19_VERSI_OFFLINE_DATUM;ordinal;[10]
D19_VERSI_ONLINE_DATUM;ordinal;[10]
D19_VERSI_ONLINE_QUOTE_12;ordinal;[0]
D19_VOLLSORTIMENT;ordinal;[0]
D19_WEIN_FEINKOST;ordinal;[0]
DSL_FLAG;categorical;[]
EINGEZOGENAM_HH_JAHR;numeric;[]
EWDICHTE;ordinal;[-1]
FINANZTYP;categorical;[-1]
FINANZ_ANLEGER;ordinal;[-1]
FINANZ_HAUSBAUER;ordinal;[-1]
FINANZ_MINIMALIST;ordinal;[-1]
FINANZ_SPARER;ordinal;[-1]
FINANZ_UNAUFFAELLIGER;ordinal;[-1]
FINANZ_VORSORGER;ordinal;[-1]
GEBAEUDETYP;categorical;[-1,0]
GEBAEUDETYP_RASTER;ordinal;[]
GEBURTSJAHR;numeric;[0]
GFK_URLAUBERTYP;categorical;[]
GREEN_AVANTGARDE;categorical;[]
HEALTH_TYP;ordinal;[-1,0]
HH_DELTA_FLAG;categorical;[]
HH_EINKOMMEN_SCORE;ordinal;[-1,0]
INNENSTADT;ordinal;[-1]
KBA05_ALTER1;ordinal;[-1,9]
KBA05_ALTER2;ordinal;[-1,9]
KBA05_ALTER3;ordinal;[-1,9]
KBA05_ALTER4;ordinal;[-1,9]
KBA05_ANHANG;ordinal;[-1,9]
KBA05_ANTG1;ordinal;[-1]
KBA05_ANTG2;ordinal;[-1]
KBA05_ANTG3;ordinal;[-1]
KBA05_ANTG4;ordinal;[-1]
KBA05_AUTOQUOT;ordinal;[-1,9]
KBA05_BAUMAX;ordinal;[-1,0]
KBA05_CCM1;ordinal;[-1,9]
KBA05_CCM2;ordinal;[-1,9]
KBA05_CCM3;ordinal;[-1,9]
KBA05_CCM4;ordinal;[-1,9]
KBA05_DIESEL;ordinal;[-1,9]
KBA05_FRAU;ordinal;[-1,9]
KBA05_GBZ;ordinal;[-1,0]
KBA05_HERST1;ordinal;[-1,9]
KBA05_HERST2;ordinal;[-1,9]
KBA05_HERST3;ordinal;[-1,9]
KBA05_HERST4;ordinal;[-1,9]
KBA05_HERST5;ordinal;[-1,9]
KBA05_HERSTTEMP;ordinal;[-1,9]
KBA05_KRSAQUOT;ordinal;[-1,9]
KBA05_KRSHERST1;ordinal;[-1,9]
KBA05_KRSHERST2;ordinal;[-1,9]
KBA05_KRSHERST3;ordinal;[-1,9]
KBA05_KRSKLEIN;ordinal;[-1,9]
KBA05_KRSOBER;ordinal;[-1,9]
KBA05_KRSVAN;ordinal;[-1,9]
KBA05_KRSZUL;ordinal;[-1,9]
KBA05_KW1;ordinal;[-1,9]
KBA05_KW2;ordinal;[-1,9]
KBA05_KW3;ordinal;[-1,9]
KBA05_MAXAH;ordinal;[-1,9]
KBA05_MAXBJ;ordinal;[-1,9]
KBA05_MAXHERST;ordinal;[-1,9]
KBA05_MAXSEG;ordinal;[-1,9]
KBA05_MAXVORB;ordinal;[-1,9]
KBA05_MOD1;ordinal;[-1,9]
KBA05_MOD2;ordinal;[-1,9]
KBA05_MOD3;ordinal;[-1,9]
KBA05_MOD4;ordinal;[-1,9]
KBA05_MOD8;ordinal;[-1,9]
KBA05_MODTEMP;ordinal;[-1,9]
KBA05_MOTOR;ordinal;[-1,9]
KBA05_MOTRAD;ordinal;[-1,9]
KBA05_SEG1;ordinal;[-1,9]
KBA05_SEG10;ordinal;[-1,9]
KBA05_SEG2;ordinal;[-1,9]
KBA05_SEG3;ordinal;[-1,9]
KBA05_SEG4;ordinal;[-1,9]
KBA05_SEG5;ordinal;[-1,9]
KBA05_SEG6;ordinal;[-1,9]
KBA05_SEG7;ordinal;[-1,9]
KBA05_SEG8;ordinal;[-1,9]
KBA05_SEG9;ordinal;[-1,9]
KBA05_VORB0;ordinal;[-1,9]
KBA05_VORB1;ordinal;[-1,9]
KBA05_VORB2;ordinal;[-1,9]
KBA05_ZUL1;ordinal;[-1,9]
KBA05_ZUL2;ordinal;[-1,9]
KBA05_ZUL3;ordinal;[-1,9]
KBA05_ZUL4;ordinal;[-1,9]
KBA13_ALTERHALTER_30;ordinal;[-1]
KBA13_ALTERHALTER_45;ordinal;[-1]
KBA13_ALTERHALTER_60;ordinal;[-1]
KBA13_ALTERHALTER_61;ordinal;[-1]
KBA13_ANTG1;ordinal;[]
KBA13_ANTG2;ordinal;[]
KBA13_ANTG3;ordinal;[]
KBA13_ANTG4;ordinal;[]
KBA13_ANZAHL_PKW;numeric;[]
KBA13_AUDI;ordinal;[-1]
KBA13_AUTOQUOTE;ordinal;[-1]
KBA13_BAUMAX;ordinal;[]
KBA13_BJ_1999;ordinal;[-1]
KBA13_BJ_2000;ordinal;[-1]
KBA13_BJ_2004;ordinal;[-1]
KBA13_BJ_2006;ordinal;[-1]
KBA13_BJ_2008;ordinal;[-1]
KBA13_BJ_2009;ordinal;[-1]
KBA13_BMW;ordinal;[-1]
KBA13_CCM_0_1400;ordinal;[-1]
KBA13_CCM_1000;ordinal;[-1]
KBA13_CCM_1200;ordinal;[-1]
KBA13_CCM_1400;ordinal;[-1]
KBA13_CCM_1401_2500;ordinal;[-1]
KBA13_CCM_1500;ordinal;[-1]
KBA13_CCM_1600;ordinal;[-1]
KBA13_CCM_1800;ordinal;[-1]
KBA13_CCM_2000;ordinal;[-1]
KBA13_CCM_2500;ordinal;[-1]
KBA13_CCM_2501;ordinal;[-1]
KBA13_CCM_3000;ordinal;[-1]
KBA13_CCM_3001;ordinal;[-1]
KBA13_FAB_ASIEN;ordinal;[-1]
KBA13_FAB_SONSTIGE;ordinal;[-1]
KBA13_FIAT;ordinal;[-1]
KBA13_FORD;ordinal;[-1]
KBA13_GBZ;ordinal;[-1]
KBA13_HALTER_20;ordinal;[-1]
KBA13_HALTER_25;ordinal;[-1]
KBA13_HALTER_30;ordinal;[-1]
KBA13_HALTER_35;ordinal;[-1]
KBA13_HALTER_40;ordinal;[-1]
KBA13_HALTER_45;ordinal;[-1]
KBA13_HALTER_50;ordinal;[-1]
KBA13_HALTER_55;ordinal;[-1]
KBA13_HALTER_60;ordinal;[-1]
KBA13_HALTER_65;ordinal;[-1]
KBA13_HALTER_66;ordinal;[-1]
KBA13_HERST_ASIEN;ordinal;[-1]
KBA13_HERST_AUDI_VW;ordinal;[-1]
KBA13_HERST_BMW_BENZ;ordinal;[-1]
KBA13_HERST_EUROPA;ordinal;[-1]
KBA13_HERST_FORD_OPEL;ordinal;[-1]
KBA13_HERST_SONST;ordinal;[-1]
KBA13_HHZ;ordinal;[-1]
KBA13_KMH_0_140;ordinal;[-1]
KBA13_KMH_110;ordinal;[-1]
KBA13_KMH_140;ordinal;[-1]
KBA13_KMH_140_210;ordinal;[-1]
KBA13_KMH_180;ordinal;[-1]
KBA13_KMH_210;ordinal;[-1]
KBA13_KMH_211;ordinal;[-1]
KBA13_KMH_250;ordinal;[-1]
KBA13_KMH_251;ordinal;[-1]
KBA13_KRSAQUOT;ordinal;[-1]
KBA13_KRSHERST_AUDI_VW;ordinal;[-1]
KBA13_KRSHERST_BMW_BENZ;ordinal;[-1]
KBA13_KRSHERST_FORD_OPEL;ordinal;[-1]
KBA13_KRSSEG_KLEIN;ordinal;[-1]
KBA13_KRSSEG_OBER;ordinal;[-1]
KBA13_KRSSEG_VAN;ordinal;[-1]
KBA13_KRSZUL_NEU;ordinal;[-1]
KBA13_KW_0_60;ordinal;[-1]
KBA13_KW_110;ordinal;[-1]
KBA13_KW_120;ordinal;[-1]
KBA13_KW_121;ordinal;[-1]
KBA13_KW_30;ordinal;[-1]
KBA13_KW_40;ordinal;[-1]
KBA13_KW_50;ordinal;[-1]
KBA13_KW_60;ordinal;[-1]
KBA13_KW_61_120;ordinal;[-1]
KBA13_KW_70;ordinal;[-1]
KBA13_KW_80;ordinal;[-1]
KBA13_KW_90;ordinal;[-1]
KBA13_MAZDA;ordinal;[-1]
KBA13_MERCEDES;ordinal;[-1]
KBA13_MOTOR;ordinal;[-1]
KBA13_NISSAN;ordinal;[-1]
KBA13_OPEL;ordinal;[-1]
KBA13_PEUGEOT;ordinal;[-1]
KBA13_RENAULT;ordinal;[-1]
KBA13_SEG_GELAENDEWAGEN;ordinal;[-1]
KBA13_SEG_GROSSRAUMVANS;ordinal;[-1]
KBA13_SEG_KLEINST;ordinal;[-1]
KBA13_SEG_KLEINWAGEN;ordinal;[-1]
KBA13_SEG_KOMPAKTKLASSE;ordinal;[-1]
KBA13_SEG_MINIVANS;ordinal;[-1]
KBA13_SEG_MINIWAGEN;ordinal;[-1]
KBA13_SEG_MITTELKLASSE;ordinal;[-1]
KBA13_SEG_OBEREMITTELKLASSE;ordinal;[-1]
KBA13_SEG_OBERKLASSE;ordinal;[-1]
KBA13_SEG_SONSTIGE;ordinal;[-1]
KBA13_SEG_SPORTWAGEN;ordinal;[-1]
KBA13_SEG_UTILITIES;ordinal;[-1]
KBA13_SEG_VAN;ordinal;[-1]
KBA13_SEG_WOHNMOBILE;ordinal;[-1]
KBA13_SITZE_4;ordinal;[-1]
KBA13_SITZE_5;ordinal;[-1]
KBA13_SITZE_6;ordinal;[-1]
KBA13_TOYOTA;ordinal;[-1]
KBA13_VORB_0;ordinal;[-1]
KBA13_VORB_1;ordinal;[-1]
KBA13_VORB_1_2;ordinal;[-1]
KBA13_VORB_2;ordinal;[-1]
KBA13_VORB_3;ordinal;[-1]
KBA13_VW;ordinal;[-1]
KKK;ordinal;[-1,0]
KK_KUNDENTYP;categorical;[-1]
KONSUMNAEHE;ordinal;[]
KONSUMZELLE;categorical;[]
LP_FAMILIE_FEIN;categorical;[0]
LP_FAMILIE_GROB;categorical;[0]
LP_LEBENSPHASE_FEIN;mixed;[0]
LP_LEBENSPHASE_GROB;mixed;[0]
LP_STATUS_FEIN;categorical;[0]
LP_STATUS_GROB;categorical;[0]
MIN_GEBAEUDEJAHR;numeric;[]
MOBI_RASTER;ordinal;[]
MOBI_REGIO;ordinal;[]
NATIONALITAET_KZ;categorical;[-1,0]
ONLINE_AFFINITAET;ordinal;[]
ORTSGR_KLS9;ordinal;[-1,0]
OST_WEST_KZ;categorical;[-1]
PLZ8_ANTG1;ordinal;[-1]
PLZ8_ANTG2;ordinal;[-1]
PLZ8_ANTG3;ordinal;[-1]
PLZ8_ANTG4;ordinal;[-1]
PLZ8_BAUMAX;ordinal;[-1,0]
PLZ8_GBZ;ordinal;[-1]
PLZ8_HHZ;ordinal;[-1]
PRAEGENDE_JUGENDJAHRE;mixed;[-1,0]
REGIOTYP;ordinal;[-1,0]
RELAT_AB;ordinal;[-1,9]
RETOURTYP_BK_S;ordinal;[0]
SEMIO_DOM;ordinal;[-1,9]
SEMIO_ERL;ordinal;[-1,9]
SEMIO_FAM;ordinal;[-1,9]
SEMIO_KAEM;ordinal;[-1,9]
SEMIO_KRIT;ordinal;[-1,9]
SEMIO_KULT;ordinal;[-1,9]
SEMIO_LUST;ordinal;[-1,9]
SEMIO_MAT;ordinal;[-1,9]
SEMIO_PFLICHT;ordinal;[-1,9]
SEMIO_RAT;ordinal;[-1,9]
SEMIO_REL;ordinal;[-1,9]
SEMIO_SOZ;ordinal;[-1,9]
SEMIO_TRADV;ordinal;[-1,9]
SEMIO_VERT;ordinal;[-1,9]
SHOPPER_TYP;categorical;[-1]
SOHO_KZ;categorical;[]
TITEL_KZ;categorical;[-1,0]
UNGLEICHENN_FLAG;categorical;[]
VERS_TYP;categorical;[-1]
WOHNDAUER_2008;ordinal;[-1,0]
WOHNLAGE;ordinal;[-1,0]
W_KEIT_KIND_HH;ordinal;[-1,0]
ZABEOTYP;categorical;[-1,9]